분류|대출건수합계|평균대출건수
165.7|491|9.26
331.47|491|10.45
151.5|491|4.63
339|491|7.01
591.7|491|11.16
912.024|491|21.35
495.8|491|11.98
713.04|491|13.64
594.9|490|8.91
233.0|490|10.89
757.5|489|37.62
592.2|489|21.26
698|489|10.4
512.51|489|9.59
693|488|23.24
619|488|4.88
327.21|487|15.71
235.7|487|5.87
598.58|485|13.86
598.48|484|8.34
836.0|484|24.2
673.5|484|11.26
187.3|483|7.43
180.99|482|16.07
929.07|482|9.09
530.8|481|4.33
372.42|481|12.02
569.9864|480|2.44
199.5|479|7.04
485.16|479|9.58
179|479|25.21
221.2|478|9.96
335.7|478|20.78
810.906|477|2.06
005.7|477|12.89
594.04|474|22.57
650.8|474|12.81
324.475|474|14.36
498|473|7.17
839.61|473|12.13
340.913|473|5.5
617.81|472|26.22
373.3|471|4.57
331.541|471|15.19
188.1|471|23.55
401.0|471|12.73
325.8|470|11.19
567.01|469|9.57
691.51|469|36.08
334.14|468|8.83
527.4186|468|8.83
223.1|467|18.68
598.2|466|13.71
912.032|466|10.13
746.0|466|11.65
320.15|466|15.03
522.7|466|11.65
383|466|19.42
410.99|465|11.07
816.6|465|9.89
374|464|4.55
326.29|464|7.37
587|463|12.18
320.3|463|11.87
332.2|462|9.83
327.43|461|25.61
204.4|460|9.02
231.62|460|15.86
525.765|460|14.84
481|460|12.11
210|460|5.97
230.9|459|9.18
909.2|458|8.33
160.24|458|12.38
480.4|458|9.16
598.5|458|15.79
427.1|457|12.03
190.0|457|7.88
375.441|456|11.12
671.61|455|28.44
551.151|455|10.83
233.71|455|13.38
231.4|454|9.46
525.4|454|17.46
925.073|454|14.65
327.0|454|13.35
5.55|454|18.16
685.5|453|9.06
5.43|453|16.78
366.2|452|5.38
573.1|452|8.69
5.565|451|26.53
688.09|451|8.51
593.235|451|14.55
370.911|450|2.69
152.212|450|6.08
811.708|449|0.78
556.53|448|9.74
151.53|447|6.57
775|446|20.27
223.52|446|11.74
542.2|445|10.6
567|445|5.36
188.2|444|21.14
671.3|444|13.88
472.52642|444|9.87
556.6|444|15.86
590|443|13.03
711.1|443|6.24
692.3|441|3.56
525.92|440|13.75
409.0|439|11.55
982.5902|439|27.44
592.804|438|27.38
991.2|438|5.92
181.92|438|20.86
750|437|23.0
373.33|437|6.24
985.02|437|14.1
410.7|437|14.57
324.2|436|10.9
151.54|436|5.59
911.066|435|3.82
594.523|435|10.61
650.1|435|15.54
513.8549|435|16.11
512.516|434|13.15
337.1|434|11.73
374.74|434|8.35
695.704|434|10.85
412|433|19.68
155|432|13.09
860.9|432|7.71
221.4|432|17.28
592.3014|431|18.74
326.76|431|3.56
518.5|429|12.26
551.15|429|8.09
810.81|429|3.04
932.02|429|10.46
325.0|428|8.92
388.108|428|17.83
338.023|427|15.25
802.5|427|7.36
670.9|426|9.47
375|426|11.21
670.99|426|10.92
579.54|425|17.71
842.08|425|14.66
410.4|425|15.74
511.1687|425|9.66
981.23402|425|32.69
152.0|424|10.87
400.99|424|10.1
834.6|423|23.5
341.07|422|15.63
892.809|422|7.54
372.6|422|8.12
658.3|422|11.41
320.189|422|5.15
594.5534|421|15.04
981.4102|421|46.78
517.1|421|4.73
325.19|420|8.75
165.7|420|28.0
509|420|8.57
329|420|7.37
513.8521|419|18.22
233.32|417|14.89
658.5|417|12.26
654.35|417|15.44
636|417|13.45
431.14|417|14.89
409.11|416|9.45
166.81|415|16.6
165.8|415|13.39
689.3|415|11.53
511.845|415|11.22
730.0|415|12.21
390.911|415|4.56
233.6|415|8.47
188.4|414|11.83
379.13|414|14.28
327.86|414|19.71
160.8|413|8.98
162.5|413|12.52
530.4|413|8.26
598.124|413|9.39
187.0|412|21.68
301.099|412|12.48
326.73|412|8.96
597.6|412|8.41
152.21|410|4.41
189.1|410|9.11
811.609|410|2.2
634.9|408|10.2
340.245|408|5.83
559.98|408|12.75
991.1|408|7.16
321.93|408|11.33
676.2|408|15.11
981.4302|408|29.14
796.72|408|17.0
569.8|407|5.43
950|407|9.04
594.5099|407|25.44
911.008|407|6.07
373.2|407|6.67
810.903|407|5.36
984.202|406|17.65
650.99|406|10.68
617.0911|406|7.0
322.01|406|6.88
024.3|405|8.44
116.1|405|27.0
219.22|405|57.86
981.1602|405|19.29
539.99|404|7.35
480.0|404|22.44
011.3|404|9.62
657|404|12.24
592.004|404|26.93
860.99|404|7.92
379.29|404|6.12
673.53|403|11.19
334.226|403|9.6
802.56|403|10.07
981.4402|403|36.64
833.2|402|21.16
4.583|402|14.89
324.35|402|3.9
300.1|402|6.48
692|401|3.58
559.1|401|8.53
445|401|8.72
001.9|401|4.72
853.09|401|6.91
329.432|400|8.16
755|400|9.3
559.9|400|7.14
309.1|399|7.25
320.17|399|18.14
594.67|399|14.78
327.94|398|36.18
321.329|398|22.11
813.6082|398|13.72
433|397|13.69
334.4|397|6.3
360.0|397|11.03
654.482|396|15.84
004.6|396|11.65
340.9|396|7.47
573.92|395|28.21
223.54|395|8.59
5.12|395|17.17
982.7902|394|23.18
383.7|394|7.43
166.85|393|14.04
182.233|393|11.56
491.51|393|8.93
132.4|393|9.14
981.18902|393|30.23
810.9|393|1.9
11.4|392|43.56
399.12|392|9.8
779|392|14.0
912.03|391|10.57
558.9092|390|35.45
325.57|389|13.41
911.0553|389|11.11
687|389|8.64
770.0|388|25.87
981.4202|388|35.27
182.232|387|21.5
325.96|387|9.92
606.911|387|4.25
601.04|387|8.8
594.5543|386|24.12
911.6|385|5.27
238.2099|385|6.53
381.30911|385|5.5
591.8|385|9.39
024.4|384|14.22
695.404|384|13.24
4.0|384|15.36
331.234|383|8.91
515.18|383|9.57
677.43|383|15.32
897.4|382|7.49
598.132|382|10.05
981.34902|382|42.44
325.93|381|23.81
695.4|381|6.8
521.8|381|13.61
670.4|381|8.86
662.4|381|17.32
654.23|380|22.35
653.12|380|6.91
517.376|380|9.05
222.2|380|21.11
739.82|380|6.23
573.41|379|15.79
388.6|379|11.84
413.1|379|11.15
152.222|378|14.54
986.6102|377|22.18
513.142|377|18.85
512.5158|376|13.93
685|376|4.53
859.31|376|8.55
184.0|376|26.86
820.9|376|4.48
370|376|3.8
652.5|375|28.85
334.9|375|7.81
527.386|375|9.87
566.2|374|14.38
864.0|374|13.36
321.5|374|11.0
326.180912|373|10.66
990.99|373|7.04
539.7|373|7.31
148.2|373|11.66
688.3|372|8.09
310.16|372|18.6
152.216|372|8.09
892.8|371|10.6
163.7|371|12.79
919.1|371|21.82
892.1|371|14.84
850.9|371|4.26
982.5702|370|37.0
833.609|370|6.27
610.4|370|17.62
225.84|370|12.76
573.53|369|16.77
714.4|368|6.57
194|368|6.46
170.0|368|12.69
280|368|6.57
402|368|16.0
566.75|367|15.29
593.23|367|10.19
330.4|367|8.16
652.55|367|40.78
234.1|366|6.54
600.13|365|8.49
420.13|365|22.81
911.829|365|4.1
594.82|365|13.52
472.0|364|8.88
234.9|364|10.71
681.6|363|12.96
320.04|363|13.96
831.6|362|6.03
112.7|362|15.08
597.3|362|18.1
843.099|361|9.76
181.27|361|15.7
180.1|360|11.25
984.22102|360|30.0
598.23|360|24.0
609.2|360|15.65
617.80911|360|18.95
608|360|6.0
986.802|359|39.89
744.4|359|14.96
340.24|359|5.98
654.22|358|6.28
986.302|358|21.06
930|358|11.19
701.0|358|9.42
374.71|357|4.82
230.1|357|7.14
233.995|356|32.36
187.1|355|16.9
327.1|355|6.34
360.04|355|7.89
148|355|9.34
811.8|354|6.0
309.112|354|6.56
239|354|12.21
152.22|354|6.44
517.374|354|13.62
566.873|354|20.82
225.26|353|70.6
980.204|353|88.25
712|353|5.69
322.8|353|11.77
448|352|12.14
846.0|352|13.04
370.76|351|13.0
70.4|351|7.98
871|351|10.32
636.8|351|11.32
440.99|350|9.46
481.5|350|9.72
325.14|350|12.07
673.193|349|24.93
750.0|349|26.85
912.038|349|12.03
812.66|349|9.97
811.808|349|2.27
420.1|349|23.27
569.981|348|0.87
236.9|348|6.0
164.13|348|21.75
926.3|348|17.4
592.38|347|15.77
204.21|347|16.52
540.4|347|15.77
332.277|346|14.42
631.4|346|13.31
160.4|346|8.24
321.81|345|8.02
5.5|344|17.2
651.0|344|11.86
331.01|344|9.83
539.0|343|13.72
372|343|3.61
004.584|343|19.06
189.24|343|9.8
326.204|343|31.18
820.81|343|5.91
327.53|342|7.95
841.0|342|8.14
365.4453|342|13.15
005.104|341|17.95
911.072|341|8.32
592.21|341|16.24
376.5441|340|24.29
812.6|340|4.42
671.5709|340|68.0
892.83|340|8.29
476.0162|340|20.0
005.14|340|13.6
325.33|339|9.97
183.7|339|10.94
320.906|339|12.11
310.1|339|7.21
375.465|339|8.48
515.1|338|7.04
598.41|338|13.52
235.1|338|6.38
681|338|8.67
573.96|337|15.32
165.9|337|8.87
513.398|337|9.91
389.0|337|17.74
679|337|4.27
918.7|336|16.8
595.36|336|30.55
344.5|334|4.18
500|334|7.59
609.11|334|9.28
327.98|333|9.0
325.41|332|13.28
911.0369|332|5.35
470.0|332|10.71
334.227|332|14.43
513.97|332|6.26
370.9236|332|19.53
814.5|331|8.28
192.6|331|6.02
335.5|331|9.19
592.2042|331|66.2
942.0|331|11.03
670.15|331|12.73
982.502|331|33.1
670.1|331|7.52
530|330|6.47
233.8|330|11.38
811.09|330|2.19
513.46|329|14.3
160.258|329|16.45
541|329|10.61
332.64|329|21.93
376.6441|328|36.44
674.8|327|8.61
233.71|327|21.8
927|327|18.17
181.21|327|11.68
236|326|4.53
671.18|326|13.04
695.1|326|9.88
425|326|7.58
592.3011|325|46.43
004.75|324|11.17
223.59|324|12.0
160.23|324|18.0
916|324|13.5
839.45|323|12.92
274|323|17.94
413.8|323|15.38
514.7|322|7.0
375.3|322|9.76
512.515|322|6.57
325.58|321|11.89
574.753|321|16.05
710.77|321|53.5
340.21|321|7.3
325.152|321|18.88
701.9|320|8.89
373.23|320|8.21
816|320|8.65
240|319|13.29
656.2|318|22.71
676.27|318|22.71
892.96|318|24.46
510.4|317|8.34
480.25|317|7.2
911.063|317|5.11
911.074|317|8.81
907|317|8.57
332.4|316|7.35
600.04|316|10.53
4.5|316|17.56
331.18|316|13.17
913.0|315|11.67
392|315|9.84
326.18|315|7.68
530.1|314|14.27
592.04|314|19.62
661.5|314|18.47
909.4|314|17.44
219.24|314|31.4
380|314|4.13
981.34902|314|39.25
164.42|313|13.61
165.68|313|13.61
181.6|313|19.56
524.8|313|9.48
334.3|313|6.96
223.51|313|10.1
821.409|312|7.61
481.634|312|11.14
325.11|312|11.14
692.8|311|9.42
414.1|311|20.73
4.78|311|16.37
349.11013|311|3.46
322.83|311|7.78
695.4099|311|11.96
660.9|311|13.52
225.2|311|8.64
911.058|310|4.49
859.8|310|19.38
476.01|309|11.88
698.8|309|11.88
330|309|5.83
513.8526|309|14.05
367.2|309|15.45
598.122|308|11.0
809.06|308|7.0
514.325|308|17.11
340.221|308|7.7
594.58|307|15.35
309.113|307|9.03
695.7099|306|12.24
688.16|306|18.0
005.72|306|20.4
150.0|305|8.47
420.099|305|16.05
153.5|305|9.84
273|305|17.94
813.708|305|6.93
638|304|19.0
364.6|304|9.21
235.6|304|5.85
457|304|8.0
617.8|304|33.78
566.8|304|8.69
981.46902|303|30.3
490.8|303|23.31
320.905|303|7.77
911.0557|303|18.94
513.35|302|11.19
980.0|302|12.58
504|302|7.19
982.99602|302|27.45
562|302|16.78
780|302|21.57
233.099|301|6.84
711.47077|301|37.62
325.23|301|6.84
026.3|301|6.54
513.811|300|16.67
809.0|300|3.75
337.6|300|5.17
323.9|300|8.11
573.55|299|13.59
331.24|299|16.61
511.14|298|14.9
511.1|298|18.62
699.104|298|10.64
005.51077|298|59.6
831|298|13.55
340.912|298|6.48
990.0|298|9.93
386.1|298|5.73
532.3|298|6.34
715.0|298|8.05
911.03|297|14.14
325.9077|297|14.85
711.4|296|8.97
435.12|296|15.58
727.0|296|11.38
219.2|296|17.41
558|296|8.0
593.2|296|11.38
519.25|296|12.87
600.18|296|8.46
569.81|296|11.84
152.27|296|16.44
508|295|9.22
824|295|12.83
802.26|295|42.14
563.7|295|14.05
984.29402|295|21.07
517.5|295|10.54
392.1911|294|9.19
741.1|294|16.33
754|294|18.38
342.3|294|5.55
160.21|293|13.32
325.9027|293|22.54
334.23|293|8.88
760.0|293|18.31
797.7|292|8.85
113|292|7.3
812.6082|292|15.37
381|292|10.43
593.25|292|12.7
513.36|292|10.81
630.0|292|13.27
516.9|292|6.95
859.3|291|11.64
160.25|291|10.78
326.763|291|8.56
660.4|290|12.08
657.7|290|17.06
320.91863|290|24.17
600.905|290|19.33
911.075|289|17.0
325.2112|289|13.76
519.14|288|24.0
326.141|288|10.67
512.869|288|10.67
325.484|288|18.0
531.1|288|9.0
527.41|288|14.4
194.3|288|14.4
001.4|288|14.4
326.23|288|12.0
364.0077|287|16.88
139|287|6.24
349.1|287|4.42
695.6|286|28.6
511.18|286|17.88
349.11042|286|3.81
325.581|286|13.62
233.215|286|17.88
609.08|286|31.78
639.5|286|10.59
600.18|285|13.57
320.91|285|4.01
004.77|285|10.56
237|285|9.19
695.7|285|6.48
998.6|284|14.95
181.4|284|15.78
680.1|284|8.35
235.65|284|8.35
370.77|283|17.69
321.9|283|8.84
747.08|283|12.86
920.4|283|15.72
430.4|283|20.21
539.91|283|3.82
376.5481|282|31.33
556.775|282|23.5
325.751|282|11.28
688.0|282|10.44
596.077|282|21.69
737.2|282|17.62
549.781|281|8.52
539.9|281|4.84
231.8|281|8.03
327.857|281|28.1
813.509|281|4.19
325.7|281|10.41
224.4|281|4.07
658.2|280|10.0
331.15|280|7.0
166.2|280|21.54
802.28|280|28.0
148.1|280|8.75
368.11|279|6.34
606.92|279|18.6
911.0076|279|25.36
634.4|279|13.29
911.056|279|4.57
070.45|278|6.04
653.27|278|12.64
181.37|278|34.75
325.65|278|4.34
320.109|278|17.38
592.352|278|16.35
598.125|278|9.93
322.11|277|2.86
530.98|277|3.64
412.9|277|19.79
739.81|277|9.89
676.28|277|18.47
334.223|276|5.31
981.199|276|13.8
331.3|276|7.89
710.4|276|6.73
809.1|276|6.27
940.1|275|10.19
673.5309|275|30.56
143.5|275|7.43
736|275|11.46
371.31|274|4.89
539.992|274|13.7
301.53|274|12.45
320.912|274|7.41
802.06|274|16.12
598.4|274|9.79
525.48|274|14.42
367.8|273|7.0
512.804|273|14.37
367.3|273|13.65
556.04|272|16.0
342.1|272|6.97
4.661|272|22.67
224.8|272|7.35
913.072|272|9.07
573.2|271|15.94
115|271|7.13
364.0|271|19.36
411|271|18.07
561.1|270|19.29
546|270|15.0
911.0077|270|54.0
813.609|270|2.13
320.98|270|11.74
362.0|269|9.61
443.0|269|14.94
231.97|269|10.76
550|269|7.91
654.4|268|8.93
527.47|268|14.89
802.4|268|5.36
530.3|268|9.57
676.92|267|14.83
370.18|267|12.71
334.222|266|10.64
820.99|265|8.28
658.04|265|14.72
516.54|265|18.93
518.04|265|16.56
5.7533|265|18.93
592.8|265|53.0
386|265|12.05
373.6|265|6.62
510.34|265|9.81
000|264|8.8
331.53|264|5.62
367|264|9.78
233.66|264|10.56
809.3|264|8.8
638.9|264|9.78
377.25|264|8.25
367.5|264|20.31
688.0942|264|8.52
335.7|264|16.5
982.5502|264|37.71
349.42012|263|9.74
932.0|263|52.6
334.1|263|6.26
911.055|263|2.46
909.51|263|16.44
698.5|263|10.12
375.471|262|7.28
810.829|262|0.82
233.07|262|11.39
367.99|261|13.05
726|261|11.86
020|261|3.53
326.15|260|10.83
379.16|260|13.0
600|260|7.03
727.08|260|12.38
326.180912|260|13.0
340.265|260|23.64
325.77|260|5.42
350.7|259|3.98
566.16|259|9.59
336.4099|259|8.93
699.1|258|9.92
517.549|258|23.45
814.608|258|3.19
566.37|258|11.73
231.2|258|25.8
511.8|258|8.6
236.904|258|6.29
001.2|258|9.92
330.911|257|6.95
308|257|7.14
326.704|257|7.34
232.89|257|9.88
495.7|257|9.88
364.2|256|5.45
340.245|256|9.48
811.6082|256|6.92
329.433|256|3.12
809.05|256|4.83
511.7|255|23.18
730.77|255|36.43
574.024|255|12.14
027|255|6.71
801.0|255|7.73
516.938549|255|19.62
901.0|254|9.41
843.081|254|3.97
030|254|4.98
231.177|253|9.37
499.83|253|14.06
165.0|253|18.07
594.0|253|10.54
367.41|253|36.14
233.63|253|13.32
802.066|253|16.87
912.5|253|8.16
024|253|15.81
711.25|252|12.6
673.511|252|7.88
539.904|252|8.69
713|252|3.71
513.819|252|12.0
5.75|251|17.93
349.12|251|5.84
513.896|251|7.84
594.5546|251|8.96
331.14|251|6.61
570.6|251|6.78
363.64|251|9.3
388.111|251|5.58
365.23|251|4.11
539.93|250|3.73
309.126|250|9.62
911.071|250|6.41
420.4|250|13.16
375.46|250|9.62
652.52|250|22.73
592.4|250|35.71
559.34469|250|13.89
498.0911|250|10.0
514.321|249|27.67
181.44|249|13.11
512.44|249|27.67
653.42|249|19.15
928.04|249|15.56
652.59|248|14.59
435|248|9.54
720.7|248|5.28
982.6302|248|24.8
986.202|248|19.08
331.51|247|9.15
532.7|247|4.26
175|247|16.47
830.906|247|4.66
914.1|246|10.7
920.5|246|12.3
802.52|246|17.57
777.5|245|18.85
530.6|245|5.98
868.0|245|7.42
413.7|245|8.75
338.15|245|13.61
559.34464|245|20.42
856.0|244|17.43
338.0|244|12.84
232.84|244|10.61
338.17|244|4.52
326.144|244|13.56
024.91|244|4.14
025.25|244|6.78
491.508|243|9.72
420.15|243|16.2
497.0911|243|11.05
688.04|243|6.57
802.041|243|9.72
187.2|242|15.12
350.31|242|5.26
913.075|242|9.31
823.4|242|7.12
374.65|242|12.74
598.6|242|6.72
219.21|242|16.13
4.6|242|14.24
600.1|242|11.0
556.0|241|12.05
912.8|241|13.39
601.8|241|11.48
350.3|241|3.35
224.2|241|9.27
910.4|241|8.93
878|241|12.05
609.12|241|10.04
365.91|240|10.0
151.52|240|3.43
328.04|240|10.91
981.2602|240|26.67
911.0359|240|4.21
329.431|240|21.82
342.133|240|3.69
443.8875|240|13.33
182.4|240|30.0
029.83|240|6.32
559.3|240|10.43
451|240|9.23
513.898|240|12.0
491|239|6.83
532.8|239|5.98
363.0|239|12.58
701.7|239|7.24
005|239|10.86
740.9|239|10.39
595.31|238|18.31
185|238|13.22
331.16|238|15.87
340.25|238|10.35
230.4|238|6.61
375.147|237|11.29
542.1|237|11.29
522.8|237|7.65
530.01|237|13.94
323.0|237|18.23
569.9863|237|1.78
233.62|237|9.48
328.3|236|10.73
816.5|236|5.36
609.1|236|12.42
370.73|236|9.44
406.9|236|59.0
924.0|236|19.67
340.942|236|11.24
429.2|236|39.33
332.22|235|7.12
490.99|235|12.37
697.3|235|7.34
981.4202|235|16.79
182.6911|235|8.1
785|235|15.67
511.845|235|15.67
4.57|234|23.4
540.04|234|11.14
362.04|234|39.0
981.222202|234|21.27
443.11|234|26.0
160.222|234|8.07
593.0|234|10.17
513.44|234|16.71
325.512|233|8.32
527.4786|233|8.32
379.138|233|8.32
1.44|233|23.3
514.73|233|11.65
511.111|233|17.92
592.023|233|16.64
350.4|233|29.12
680.911|233|2.12
701.1|233|5.3
653.28|232|15.47
477.3|232|4.55
530.024|231|25.67
811.6099|231|7.45
911.051|231|3.98
4.77|231|14.44
715.07|231|16.5
861.0|231|11.55
325.358|231|10.5
566.015|230|12.11
517.16|230|8.52
181.38|230|20.91
519.76|230|10.45
811.709|230|3.65
688.18|230|9.58
981.32302|230|32.86
499.5|229|9.96
350.21|229|3.95
422|229|8.48
200|229|5.72
598.104|229|3.37
320.01|229|10.41
183.2|229|11.45
812.608|229|2.04
891.61|229|57.25
1.0|229|8.48
802.6|228|9.5
525.79|228|10.36
612.2|228|3.0
332.28|228|5.56
427|228|13.41
737.4|228|17.54
598.45|228|13.41
986.802|228|38.0
360.004|227|13.35
338.0911|226|8.07
512.86|226|16.14
540.1|226|6.85
325.607|226|16.14
390.4|226|5.65
499.746|226|9.42
365.5|226|7.79
365.9|226|7.79
517.333|226|10.27
5.57|225|32.14
322.9542|225|8.33
499|225|9.0
236.8|225|15.0
892.8099|225|8.33
619.5|225|16.07
911.02|225|7.26
594.515|225|12.5
519.55|225|12.5
327.9|225|10.71
757.5|225|28.12
152.32|225|7.76
816.509|225|11.84
334.5|225|7.5
228.7|224|5.89
4.16|224|18.67
329.42|224|6.05
517.891|224|10.18
592.28|224|20.36
325.01|224|8.0
331.236|224|7.23
594.5529|224|12.44
912.05|224|8.0
338.073|223|20.27
914.3|223|18.58
309|223|5.87
747.5077|223|31.86
018.3|223|5.07
340.929|223|4.46
388.11|223|12.39
606|223|11.15
327.535|223|5.44
323|222|8.22
325.48|222|13.88
692.076|222|5.84
594.39|222|9.25
374.6|222|14.8
859.69|222|15.86
721.2|222|11.68
911.57|221|10.05
513.61|221|15.79
876|221|27.62
604|221|27.62
183.1|221|8.84
594.1|221|9.61
543|221|9.61
365.44|220|6.67
424|220|8.46
620.99|220|7.86
377.37|220|16.92
727.4|220|24.44
331.2|220|4.23
330.904|220|5.37
328.0|220|18.33
012.4|219|18.25
681.5|219|11.53
792.8|219|8.76
209|219|6.64
698.97|219|13.69
568|219|3.91
012.47|219|16.85
041|218|3.82
321.32|218|12.11
320.9|218|13.62
992.1|218|16.77
884|218|18.17
410.9|218|12.82
981.3102|218|43.6
231.0|218|6.61
309.124|218|9.91
982.902|217|24.11
414.5|217|14.47
160.28|217|8.35
691.15|217|12.76
165.82|217|6.58
566.76077|217|36.17
327.099|217|12.76
5.755|217|31.0
005.7534|217|18.08
699|216|15.43
526|216|6.75
770.77|216|43.2
224.81|216|11.37
513.595|216|19.64
725.0|216|15.43
731.4|216|14.4
670.7|216|11.37
518.9|216|13.5
370.9|216|4.6
367.204|215|19.55
513.8|215|15.36
181.5|215|13.44
238.204|215|4.89
909.3|215|17.92
361.43|215|11.94
181.94|215|19.55
566.571|215|30.71
520.4|215|10.24
230.99|214|6.11
658.2|214|13.38
701.01|214|6.9
235.2|214|6.29
593.232|214|12.59
337.0911|214|4.04
001.442|214|13.38
680.9|213|5.07
180.4|213|13.31
420.12|213|21.3
234.177|212|14.13
539.99077|212|19.27
653.2045|212|15.14
223.53|212|11.16
701.08|212|7.07
331.39|212|7.57
601.3|211|11.11
321.3|211|6.39
914.103|211|10.05
924.041|211|26.38
028.1|210|2.47
238.24|210|11.67
82.0|210|7.5
676.4|210|19.09
559|210|16.15
727.503|210|105.0
004.34|210|23.33
502.9|210|13.12
695.4099|210|12.35
182|210|12.35
922.06|209|9.95
911.0745|209|3.32
730.7|209|8.71
747.4|209|13.06
594.5541|209|17.42
650.9|209|11.61
361.4|208|14.86
600.911|208|5.78
013.32|208|13.87
004.22|208|13.87
392.3|208|8.32
194.8|208|10.95
233.08|208|9.45
676.7|207|18.82
594.53|207|18.82
392.19|207|20.7
980.208|207|7.96
881.09|207|15.92
325.83|207|8.62
652.1|207|20.7
594.66|207|23.0
024.41|207|10.35
370.7|207|7.67
472.52|207|9.0
774|207|18.82
070.431|206|3.61
414.52|206|18.73
512.873|206|8.96
325.663|206|9.81
640|206|6.87
004.79|205|20.5
187.4|205|14.64
593.24|205|13.67
911.0723|205|6.83
334.13|205|6.41
660.0|205|12.81
413.1|205|20.5
592.022|205|10.79
532.2|205|5.69
606.9|205|14.64
189.7|204|5.51
338.04|204|12.0
220.911|204|1.87
920.2|204|8.87
325.15|204|12.75
512.5156|204|8.5
563|204|13.6
364.4|204|12.75
413.0|204|20.4
350.2|204|3.52
108.0|203|7.81
234.4|203|12.69
634.2|203|9.23
653.255|203|20.3
986.6102|203|40.6
334.6|203|16.92
327.5099|203|22.56
594.5535|203|14.5
370.1|202|5.94
327.37|202|25.25
592.2044|202|67.33
982.7102|202|25.25
633.5|202|40.4
341.0|202|11.22
325.82|202|11.88
986.7802|201|12.56
152.217|201|11.17
334.0|201|6.93
629.2|201|5.29
892.55|201|11.17
010.9|201|8.38
517.521|200|20.0
685.5|200|20.0
378.16|200|18.18
340.27|200|10.53
519.24|200|12.5
909.6|200|22.22
325.2113|200|20.0
237.2|200|9.52
810.819|199|0.83
522.3|199|22.11
568.52|199|5.1
379.12|199|11.71
984.9102|199|12.44
801.9|199|13.27
204.1|199|13.27
569.2|199|9.95
337.5|198|4.5
674.2|198|7.33
152.57|197|6.57
982.4802|197|17.91
519.012|197|21.89
415.1|197|14.07
166.9|197|8.95
911.85|196|5.03
331.4|196|5.94
566.811|196|39.2
326.146|196|3.06
325.35|196|6.76
531|196|3.63
476.9|196|21.78
573.42|196|17.82
695.804|196|9.33
710.7|196|12.25
476.10733|195|17.73
680.4|195|12.19
640.99|195|17.73
231.17|195|10.26
982.57102|195|19.5
918.0|195|10.26
594.3994|195|8.12
764|195|16.25
160.37|194|11.41
381.79|194|4.97
413.846|194|19.4
320.942|194|11.41
699.95|194|8.82
013|193|7.72
383.8|193|6.23
892.95|193|13.79
911.004|193|12.87
594.5524|193|17.55
522.65|193|12.87
367.004|193|19.3
566.3|193|8.39
501|193|6.66
517.35|193|11.35
332.23|193|7.15
375.1467|192|9.6
677.47|192|27.43
331.12|192|13.71
511.12|192|12.0
527.4186|192|12.0
911.0028|191|9.55
861.09|191|5.97
810.099|191|6.37
691.38|191|17.36
181.12|191|15.92
552|191|4.15
13.33|191|10.61
638.3|191|17.36
238.24|191|9.1
388|191|7.64
981.587|191|31.83
512.4|190|8.26
519.91|190|14.62
888|190|19.0
5.7|190|17.27
710.9|190|5.0
164.59|190|13.57
688.018|190|12.67
320.73|189|37.8
512.1|189|7.0
512|189|6.52
516.98|189|7.27
592.382|189|37.8
514.3|189|12.6
301.29|189|6.1
592.355|189|31.5
363.66|189|11.81
233.7|188|8.55
453.9|188|8.95
384.6|188|4.48
539.1|188|6.27
698.33|188|23.5
981.3402|188|37.6
668.4|188|3.76
594.5544|188|18.8
331.04|187|13.36
325.95|187|20.78
923|187|18.7
859|187|8.9
223.5|187|7.79
005.73|187|13.36
609.05|187|15.58
668.0|187|5.67
594.35|187|17.0
381.3092|187|11.0
684|187|11.69
685.099|187|7.19
981.18902|187|23.38
470.99|186|13.29
601.09|186|16.91
418.7|186|23.25
301.7|186|20.67
609.204|186|9.3
369.42|186|13.29
349.04|186|13.29
340.22|186|4.77
188.7|186|16.91
375.16|186|7.15
659|186|10.33
070.42|186|4.65
513.93|186|7.15
595.3|185|37.0
714.0|185|5.97
231.015|185|5.29
325.956|185|4.74
165.47|185|20.56
544|185|15.42
656.8|185|15.42
563.756|184|23.0
388.611|184|6.34
573.94|184|15.33
335.8|184|13.14
598.133|184|13.14
632.3|184|18.4
325.551|184|10.22
802.1|184|6.81
4.75|184|18.4
914|184|8.76
549.781|183|20.33
653.204|183|18.3
653.1|183|8.71
300.0|183|7.04
739.81|183|14.08
519.01|183|16.64
182.35|183|6.54
981.4502|183|16.64
376.4911|183|45.75
594.3463|183|16.64
376.6481|183|30.5
517.571|183|8.32
430.99|183|11.44
628|183|9.63
811.6209|182|7.91
787|182|14.0
560.0|182|12.13
921.0|182|15.17
152.25|182|10.71
911.99|182|6.07
219.1|182|12.13
321.81|181|10.65
609.42|181|18.1
152.2|181|10.65
349.82|181|6.03
320.189|181|8.23
688.0912|180|7.83
144.3|180|7.2
234.14|180|12.0
233.098|180|9.0
594.6|180|9.47
443.2|180|9.0
814.62|180|6.67
365.0076|180|13.85
384|180|3.83
